,company,description,est_salary,link,location,post_time,real_salary_lower,real_salary_upper,title
2418,Bristol Myers Squibb,Management Scientist will be responsible for the. Must have experience interacting with scientists directly and building relationships across matrixed...,90000.0,http://www.indeed.com/rc/clk?jk=aa5c552574aabcba&fccid=45f7e11d0973ee3a,"Pennington, NJ 08534",6 days ago,,,Compound Management Automation Specialist
2419,"PPT Solutions, Inc.","Develop and perform test procedures, including pre-test setups such as instrumentation, data acquisition, software loading/configuration and post-test...",90000.0,http://www.indeed.com/rc/clk?jk=0c47f8131edf9180&fccid=3ebf4d67da80506b,"Huntsville, AL 35816",6 days ago,,,Hardware-in-the-Loop Systems Analyst
2420,NBI Resources,Our core team of Computer scientists and Data Engineers have a passion for building tools that solve our clients most challenging and complex technical problem...,90000.0,http://www.indeed.com/rc/clk?jk=f8e92aff768d0c20&fccid=e5464b55040ec1d8,"Plano, TX",6 days ago,,,Linux RHEL Administrator
2421,Shaklee,"Scientist will conduct activities in the development, manufacturing and commercialization of new and existing Shaklee products....",90000.0,http://www.indeed.com/rc/clk?jk=ca3e529df3a9f315&fccid=3bb0a9db3db5de1d,"Pleasanton, CA",6 days ago,,,Scientist
2422,Boehringer Ingelheim,Highly developed skills in data analysis are essential. We are looking for a highly motivated Senior Scientist to join our effort to develop breakthrough...,90000.0,http://www.indeed.com/rc/clk?jk=e8fc803ccfb0e19d&fccid=6902b1131240791f,United States,6 days ago,,,"Senior Scientist, Medchem (HTB)"
2423,Pacific Northwest National Laboratory,"Advanced Computing, Mathematics, & Data. The HPC group is seeking a Scientist to actively participate in challenging software and hardware research projects...",90000.0,http://www.indeed.com/rc/clk?jk=2086be5b24056758&fccid=5e9c010894fbe499,"Richland, WA",6 days ago,,,"Scientist, High Performance Computing"
2424,Institute for Defense Analyses,Experience with machine learning techniques and large data sets is a plus. Work at IDA is conducted in a team environment and often involves a multi...,90000.0,http://www.indeed.com/rc/clk?jk=abd5826a0bd94882&fccid=4e69f24625edd7db,"Alexandria, VA 22311 (Alexandria Wrest area)",6 days ago,,,Economist
2425,UC DAVIS HEALTH SYSTEM,"-Knowledge of hospital and Laboratory Information System (LIS), EMR, hospital Incident Report System (RL Solutions), email, Internet, Microsoft Office and data...",90000.0,http://www.indeed.com/rc/clk?jk=31bd4eae382e3ed4&fccid=1c4f61dd68a52ffb,"Sacramento, CA",6 days ago,,,"Supervising CLS, Microbiology"
2426,PerkinElmer,"Work with application scientist team for customer support and product/applications knowledge. This includes knowledge of DNA/RNA extractions and purifications,...",90000.0,http://www.indeed.com/rc/clk?jk=be00b07fca7e72a4&fccid=dedb01f1a81e63e6,"San Francisco, CA",6 days ago,,,Field Application Specialist Representative
2427,"Illumina, Inc.","Familiarity with informatics and bioinformatic approaches to analysis and management of large datasets, data mining....",90000.0,http://www.indeed.com/rc/clk?jk=d73e28c78ed88766&fccid=8524239b088a6649,"San Diego, CA",6 days ago,,,Clinical Genomics Scientist - WGS Validation & Enhancements
2428,"Moderna Therapeutics, Inc","Scientist/Principal Scientist, Analytical Development. Undertake analytical testing using established methods to generate high quality data to support internal...",90000.0,http://www.indeed.com/rc/clk?jk=95aa759f6ecc6328&fccid=239038ea571d5a08,"Cambridge, MA",6 days ago,,,"Sr. Scientist/Principal Scientist, Analytical Development"
2429,Averity,"As a Senior Statistician / Data Scientist, you will be proficient in SAS and SQL and will utilize your big data and predictive modeling skills to analyze and...",90000.0,http://www.indeed.com/rc/clk?jk=a884fc176df83036&fccid=39407476605079e0,"Union, NJ",6 days ago,95000.0,120000.0,Senior Statistician / Senior Data Scientist for Fortune 500 company
2430,Elegus EPS,"Senior Materials Scientist:. High level of scientific rigor with regard to experimental methodology, data analysis and reporting....",90000.0,http://www.indeed.com/cmp/Elegus-EPS/jobs/Senior-Material-Scientist-ceab7dbee422c4c2?r=1&fccid=168b79bd66e7f551,"Ann Arbor, MI",6 days ago,,,Senior Materials Scientist
2431,Boehringer Ingelheim,"This position focuses on providing data to other scientists, interpreting data to develop solutions and produce drug substance under GMP/GLP conditions to for...",90000.0,http://www.indeed.com/rc/clk?jk=6b3b8d9d6aaf600f&fccid=6902b1131240791f,United States,6 days ago,,,"Scientist, Protein Science"
2432,Capital One,"They are able to contribute as a designer from end-to-end on projects, which means they are comfortable as researchers, data scientists, strategists, and...",90000.0,http://www.indeed.com/rc/clk?jk=845b7093760b5203&fccid=b85c5070c3d3d8c8,"McLean, VA",6 days ago,,,Product Designer
2433,StarSource Consulting,"Work with data scientists, database architects, business users and business managers to identify and develop Tableau use cases....",90000.0,http://www.indeed.com/cmp/StarSource-Consulting/jobs/Primary-Tableau-Developer-0ab37901f22a65aa?r=1&fccid=b24a9a423aa8d330,"Columbus, OH",6 days ago,,,Primary Tableau Developer - Global Healthcare Services
2434,drawbridge,Ensure our data scientists access to PBs of data in multiple Hadoop clusters. Keep TBs of hourly data flowing thru our global infrastructure....,90000.0,http://www.indeed.com/rc/clk?jk=8f62c0e34ace69bf&fccid=4ff9b6a150bd4610,"San Mateo, CA 94403 (Sugerloaf area)",6 days ago,,,Site Reliability Engineer
2435,"OPUS International, Inc. (Recruiter)","Scientist, Process Development Pet R&D. Creating test plans, process flow diagrams, transformational flow sheets, sourcing equipment, data analysis and...",90000.0,"http://www.indeed.com/cmp/OPUS-International,-Inc.-(Recruiter)/jobs/Senior-Scientist-b758b0d7fd6a15e2?r=1&fccid=115d5825663d5af3","Los Angeles, CA",6 days ago,,,"Sr. Scientist, Process Development Pet R&D"
2436,Knowesis Inc.,"A qualified data scientist will have hands-on experience with one or more analytic platforms - MS Analysis Services, SAS, Tableau, R, or SAS....",90000.0,http://www.indeed.com/rc/clk?jk=d8f4bee587c0bd8c&fccid=35cc53663b9e8521,Texas,6 days ago,,,Predictive Modeling/Data Scientist-Healthcare *DoD Secret Clearance Required
2437,SAIC,"Engineers, scientists, financial analysts) who exercise discretion and independent judgment performing assignments....",90000.0,http://www.indeed.com/rc/clk?jk=bc2c8df64f417118&fccid=f3b836e645f9b36d,"Huntsville, AL",6 days ago,,,Project Manager - Telecom Carrier Services Job
2438,ADP,"At ADP, the world's largest B2B cloud company, our Technology team is comprised of brilliant engineers, architects, data scientists, infrastructure experts, and...",90000.0,http://www.indeed.com/rc/clk?jk=44a1e1611fa61d3b&fccid=e996c2d6855fe778,"Alpharetta, GA 30005",6 days ago,,,Design Engineer IV
2439,"PPT Solutions, Inc.","Develop and perform test procedures, including pre-test setups such as instrumentation, data acquisition, software loading/configuration and post-test...",90000.0,http://www.indeed.com/rc/clk?jk=71cd937229d49b3b&fccid=3ebf4d67da80506b,"Huntsville, AL 35816",6 days ago,,,Senior Software Development Engineer
2440,Real Staffing,"Research and Development Technical Leader/ Scientist. I am currently working with a company in growth mode, hiring for a brand new position in an R&D Technical...",90000.0,http://www.indeed.com/rc/clk?jk=62f28cc3cf477278&fccid=7b5067a5f77195f4,Georgia,6 days ago,,,Senior R&D Engineer
2441,ICF,"We are business analysts, policy specialists, technologists, researchers, digital strategists, social scientists and creatives....",90000.0,http://www.indeed.com/rc/clk?jk=c40990ad950f6655&fccid=cc35f9c14f8799a9,"Sacramento, CA",6 days ago,,,Landscape Architect
2442,"OPUS International, Inc. (Recruiter)","Analyze and interpret data to make sound technical recommendations for specific projects. The Company has a new opportunity for a Scientist - Pizza, Par Bake at...",90000.0,"http://www.indeed.com/cmp/OPUS-International,-Inc.-(Recruiter)/jobs/Scientist-b5b4dc0360181ad8?r=1&fccid=115d5825663d5af3","Chicago, IL",6 days ago,,,"Scientist - Pizza, Par Bake"
2443,VWR,Understanding of data quality issues and ability to recommend best practices for ensuring/validating data quality....,90000.0,http://www.indeed.com/rc/clk?jk=5bb1668a4089eb2b&fccid=d241f8ccb699cf4b,"Radnor, PA",6 days ago,,,Senior Business Systems Engineer - SAP SD/MM
2444,Goldman Sachs,Presenting data and conclusions in a clean and efficient manner to senior stakeholders. Analyzing and interpreting large amounts of data related to stock market...,90000.0,http://www.indeed.com/rc/clk?jk=436711de357f5e9f&fccid=16a97ed26c75bf2d,"Salt Lake City, UT 84101 (People's Freeway area)",6 days ago,,,"GIR, Global Macro Research, Portfolio Strategy, Business Analyst – Salt Lake City"
2445,PayPal,"Seeks Data Scientist 3 in San Jose, CA:. Data Science & Analytics. Day....",90000.0,http://www.indeed.com/rc/clk?jk=fa7d83abc056e25f&fccid=978d9fd9799d55a8,"San Jose, CA",7 days ago,,,Data Scientist 3
2446,Apple,"Use distributed data processing and analysis. 5+ years experience working on data science projects. Attention to detail, data accuracy, and quality of output....",90000.0,http://www.indeed.com/rc/clk?jk=269a60a59d86d234&fccid=c1099851e9794854,"Santa Clara Valley, CA",10 days ago,,,Data Scientist - Maps POI
2447,Apple,"We are looking for a highly motivated data scientist proficient in generating meaningful insights from complex, multi-dimensional data that can inform and...",90000.0,http://www.indeed.com/rc/clk?jk=752bf86112d78de4&fccid=c1099851e9794854,"Santa Clara Valley, CA",7 days ago,,,Data Scientist - Fitness & Health
2448,Ford Motor Company,Data Scientist-Forecasting-Ford Credit. Research and develop Value-at-Risk (VaR) type models to quantify exposure to credit risk Research and improve on...,90000.0,http://www.indeed.com/rc/clk?jk=ab111c2bc5968f19&fccid=761c44c17d636bfe,"Dearborn, MI",13 days ago,,,Data Scientist - Forecasting
2449,Guardian Life Insurance Company,"Identify, transform, and organize analytical data including gathering data from disparate sources, aggregating data, and ensuring data integrity....",90000.0,http://www.indeed.com/rc/clk?jk=0f43a2ef5f27073c&fccid=be86dcd6c4c7908c,Pennsylvania,13 days ago,,,Data Scientist
2450,"TouchCommerce, Inc.",TouchCommerce is seeking a Data Scientist. We are searching for a Data Scientist due to some recent growth. Work closely with software development and IT teams...,90000.0,http://www.indeed.com/rc/clk?jk=513c06dddb97d102&fccid=00a893849bc08e96,"San Diego, CA",11 days ago,,,Data Scientist - San Diego
2451,New York Life Insurance Co,The candidate will be exposed to a variety of projects and work with our Data Scientists. You can’t wait to apply what you have learnt on real data....,90000.0,http://www.indeed.com/rc/clk?jk=550010d55c5d3167&fccid=f0595ebb13247329,"New York, NY",7 days ago,,,TEMPORARY STUDENT ASSIGNMENT: Data Scientist/Statistician
2452,Harvard Pilgrim Health Care,The Data Scientist is accountable for providing innovative solutions driven by exploratory data analysis from complex and high-dimensional datasets....,90000.0,http://www.indeed.com/rc/clk?jk=7866761d4ff16f45&fccid=fa691bd7d26474a1,"Wellesley, MA",11 days ago,,,Data Scientist
2453,Verizon,"Experience as a data scientist, analyst or statistical modeler. Lead & manage data augmentation, clean up and data quality issue resolution....",90000.0,http://www.indeed.com/rc/clk?jk=2eeab08cd59a3296&fccid=f7029f63fe5c906e,"Alpharetta, GA 30022",7 days ago,,,Senior Data Scientist
2454,Caterpillar,Caterpillar is hiring the best data scientists to join its newly opened Digital & Analytics Hub within the Merchandise Mart in Chicago....,90000.0,http://www.indeed.com/rc/clk?jk=1949ed11529366f6&fccid=d723225da214c842,"Chicago, IL 60606 (Loop area)",12 days ago,,,Data Scientist
2455,Intel,"Uses predictive modeling, statistics, Machine Learning, Data Mining, and other data analysis techniques to collect, explore, and extract insights from structure...",80000.0,http://www.indeed.com/rc/clk?jk=aa5798d5b44ff654&fccid=f1374be6a45f4b8a,"Folsom, CA 95763",Just posted,,,Data Scientist 2017
2456,"GRAIL, Inc.","The Bioinformatics Scientist I/II will be part of the research team, and will be responsible for the development of methods, analysis, pipelines, and algorithms...",80000.0,http://www.indeed.com/rc/clk?jk=b00122d1143acef4&fccid=4f7c76a18f44547a,"San Francisco, CA",Just posted,,,BIOINFORMATICS SCIENTIST I/II
2457,Job MobZ,We are looking for a stellar individual to apply machine learning and neural networks concepts to our real-time embedded platform and big data issues....,80000.0,http://www.indeed.com/rc/clk?jk=46f3ae9eaaa5d191&fccid=60b0f3447ddfcc44,"Palo Alto, CA",Just posted,,,Machine Learning Engineer
2458,Eaton,Manage materials technicians and scientists at each facility to follow standard global practices and data management....,80000.0,http://www.indeed.com/rc/clk?jk=a2a9309fa810cc80&fccid=87f38351bd29de24,"Southern Pines, NC 28388",Just posted,,,Chief Rubber Materials Scientist
2459,"Janssen Research & Development, LLC.","Janssen Research & Development, L.L.C., a member of Johnson & Johnson's Family of Companies, is recruiting for a Statistical Programming Manager located in",80000.0,http://www.indeed.com/rc/clk?jk=24457a4eb7380275&fccid=53272541f69a168c,"Spring House, PA",Just posted,,,Programming Manager – SAS Statistical Programming Lead (1 of 2)
2460,Leidos,Must have a commitment to delivering high-quality software and data. Must be very detail-oriented with strong problem solving skills and work to ensure the...,80000.0,http://www.indeed.com/rc/clk?jk=1ceb48cb53abed3c&fccid=8765a4045377753a,"Bethesda, MD 20813",Just posted,,,Software Application Developer
2461,Ciber,Guide Data Scientist in their selection of preferred data sources and the collection of a new data requirements by understanding their problem statements and...,80000.0,http://www.indeed.com/rc/clk?jk=e83c7384826631e1&fccid=cde12024189b07b1,"Dearborn, MI",Just posted,,,Big Data Analytics (SQL/Hadoop)
